#{"t_start": 1781067866.7056441, "env_id": "None"}
r,l,t,task_success,target
114.482105,18,3288.680905,True,potato
131.0165,20,3294.035862,True,potato
132.306992,21,3312.51745,True,potato
129.69554,26,3328.02127,True,potato
111.889315,19,3337.198105,True,potato
109.002917,25,3345.684301,True,potato
137.927042,23,3352.806646,True,potato
115.167297,17,3357.990567,True,potato
133.8165,20,3366.450438,True,potato
149.500757,23,3373.103331,True,potato
130.356371,21,3381.076375,True,potato
132.867992,21,3387.809584,True,potato
131.702597,22,3394.053551,True,potato
129.538823,17,3400.909988,True,potato
110.907284,21,3407.505404,True,potato
130.382597,25,3414.255294,True,potato
130.557992,20,3420.315054,True,potato
112.887846,25,3428.920384,True,potato
148.300241,20,3435.553509,True,potato
129.692439,21,3442.293471,True,potato
149.98554,20,3450.129563,True,potato
152.949444,23,3456.945385,True,potato
147.695049,29,3463.563508,True,potato
129.325049,21,3469.241219,True,potato
132.274048,23,3475.585149,True,potato
115.246371,20,3482.131002,True,potato
113.767297,22,3488.22901,True,potato
135.212439,18,3494.221097,True,potato
135.799782,25,3500.135594,True,potato
112.578065,20,3506.363795,True,potato
115.584782,19,3512.586145,True,potato
149.54554,21,3518.681841,True,potato
116.16554,18,3525.392128,True,potato
132.174788,22,3530.631584,True,potato
114.756321,23,3538.453698,True,potato
128.551986,28,3544.630441,True,potato
131.639315,19,3552.029556,True,potato
113.047776,17,3559.508696,True,potato
130.312105,21,3566.84515,True,potato
113.111633,18,3573.258149,True,potato
151.958327,17,3579.166114,True,potato
114.39749,31,3586.773956,True,potato
167.347992,19,3592.826892,True,potato
130.32588,18,3599.345399,True,potato
133.0365,22,3605.134514,True,potato
151.5765,21,3611.386616,True,potato
114.497322,25,3617.635739,True,potato
133.463557,20,3623.804465,True,potato
131.309936,21,3630.918345,True,potato
132.582958,22,3637.021974,True,potato
111.462439,18,3644.657258,True,potato
133.194048,20,3650.468041,True,potato
113.964099,17,3655.622004,True,potato
133.133557,24,3661.920118,True,potato
131.907823,20,3667.204488,True,potato
115.080613,22,3673.658965,True,potato
132.309714,18,3680.804757,True,potato
112.550886,23,3689.369202,True,potato
131.803789,26,3696.454449,True,potato
115.604879,20,3701.603219,True,potato
115.004388,18,3707.509765,True,potato
114.74072,16,3712.822609,True,potato
129.921767,30,3718.686574,True,potato
115.636371,19,3724.86389,True,potato
