#{"t_start": 1780992508.287843, "env_id": "None"}
r,l,t,task_success,target
115.7047,40,3586.623387,True,carrot
116.677285,32,3598.721794,True,carrot
114.670718,45,3607.122969,True,carrot
133.088311,48,3615.356915,True,carrot
114.967456,47,3627.219295,True,carrot
112.826498,73,3638.062428,True,carrot
120.194937,52,3649.256061,True,carrot
113.514875,35,3657.339067,True,carrot
119.711107,41,3664.279766,True,carrot
117.753591,93,3676.369145,True,carrot
115.680008,38,3683.583801,True,carrot
116.842371,56,3693.319458,True,carrot
117.100956,33,3700.312311,True,carrot
113.485562,35,3707.827354,True,carrot
134.411801,27,3714.007361,True,carrot
117.110272,37,3721.72672,True,carrot
115.651421,28,3728.303715,True,carrot
113.130449,40,3736.463953,True,carrot
113.999042,35,3743.88239,True,carrot
117.934102,27,3751.27684,True,carrot
114.267414,23,3757.249166,True,carrot
119.203564,164,3773.835697,True,carrot
114.728891,50,3781.773432,True,carrot
110.311114,33,3790.120978,True,carrot
114.501947,50,3799.217227,True,carrot
115.320359,48,3807.836089,True,carrot
114.92759,45,3815.099828,True,carrot
115.791053,56,3823.852877,True,carrot
128.321472,50,3831.842956,True,carrot
117.579851,67,3840.972763,True,carrot
116.398835,27,3847.736488,True,carrot
114.456458,21,3853.383334,True,carrot
110.593889,31,3859.851083,True,carrot
114.91968,29,3866.372884,True,carrot
115.114498,28,3872.938462,True,carrot
113.052243,35,3879.622658,True,carrot
105.73825,73,3889.131943,True,carrot
113.758434,29,3896.410989,True,carrot
13.626242,44,3906.387179,False,carrot
117.004637,44,3914.244929,True,carrot
119.501457,69,3924.284961,True,carrot
115.241646,22,3930.524203,True,carrot
114.426047,52,3937.505633,True,carrot
113.521379,24,3943.858096,True,carrot
113.887204,37,3951.961869,True,carrot
109.246407,68,3961.086388,True,carrot
112.359988,32,3969.150014,True,carrot
114.831516,24,3975.165305,True,carrot
112.456246,29,3981.931818,True,carrot
116.19995,57,3991.358293,True,carrot
114.411092,48,3999.486061,True,carrot
109.955667,37,4006.485206,True,carrot
116.143575,72,4015.558717,True,carrot
112.15674,51,4022.754032,True,carrot
131.88695,57,4031.004573,True,carrot
113.576762,70,4041.901761,True,carrot
116.491514,46,4052.238598,True,carrot
112.846241,48,4060.362244,True,carrot
115.944366,56,4068.743945,True,carrot
115.403235,46,4076.934916,True,carrot
111.422079,39,4084.302002,True,carrot
112.21209,42,4092.381377,True,carrot
109.6057,28,4097.815665,True,carrot
129.9197,37,4105.067083,True,carrot
112.369965,70,4114.387168,True,carrot
118.892079,43,4122.131899,True,carrot
112.560209,50,4130.847042,True,carrot
115.064954,27,4137.423791,True,carrot
116.160446,35,4144.123147,True,carrot
116.950312,68,4153.41515,True,carrot
113.178327,24,4159.456609,True,carrot
120.265579,51,4168.608192,True,carrot
116.075854,25,4175.014167,True,carrot
114.444158,36,4182.877849,True,carrot
113.236259,27,4189.060266,True,carrot
114.057346,32,4196.031557,True,carrot
114.047614,28,4202.995319,True,carrot
116.977211,50,4211.032757,True,carrot
115.242474,48,4218.022341,True,carrot
110.408481,23,4224.454142,True,carrot
127.32445,30,4232.467439,True,carrot
113.467831,42,4239.742949,True,carrot
114.823936,28,4246.727917,True,carrot
114.508248,21,4252.74665,True,carrot
113.638038,35,4259.964954,True,carrot
110.965941,35,4266.512871,True,carrot
114.000207,37,4274.25098,True,carrot
117.505245,32,4282.16385,True,carrot
120.581246,51,4289.906822,True,carrot
111.184325,31,4297.222096,True,carrot
110.527209,44,4304.629997,True,carrot
108.80687,36,4311.806138,True,carrot
118.687645,24,4318.156073,True,carrot
117.452629,27,4324.394949,True,carrot
117.244869,33,4331.074024,True,carrot
109.801871,47,4338.72991,True,carrot
117.539629,30,4346.701878,True,carrot
114.49556,44,4354.132467,True,carrot
111.555779,34,4360.289526,True,carrot
113.237693,32,4368.228914,True,carrot
109.653871,70,4377.976511,True,carrot
112.165056,47,4386.193809,True,carrot
111.179902,68,4395.470777,True,carrot
113.679388,24,4401.71005,True,carrot
116.991248,26,4409.177609,True,carrot
117.880905,28,4415.48672,True,carrot
110.860562,23,4421.539793,True,carrot
134.052921,48,4431.945893,True,carrot
114.281363,23,4437.901988,True,carrot
116.759908,39,4446.379118,True,carrot
113.315311,43,4453.587742,True,carrot
115.171472,33,4460.657441,True,carrot
134.187744,56,4468.463693,True,carrot
130.0706,29,4474.977608,True,carrot
129.165489,43,4483.265113,True,carrot
111.981208,48,4491.038855,True,carrot
117.632907,52,4500.726534,True,carrot
114.107284,16,4506.565476,True,carrot
135.491677,38,4512.500027,True,carrot
114.203412,29,4519.058656,True,carrot
115.977396,37,4525.293018,True,carrot
115.825607,31,4533.756046,True,carrot
110.982423,32,4539.969253,True,carrot
116.418405,42,4548.353493,True,carrot
112.745844,55,4556.524634,True,carrot
115.451673,30,4563.325575,True,carrot
114.839075,23,4570.78923,True,carrot
116.546991,30,4577.039129,True,carrot
115.651267,35,4585.551512,True,carrot
117.071168,32,4593.10919,True,carrot
114.617978,43,4600.466459,True,carrot
133.252673,26,4607.204297,True,carrot
117.667672,36,4615.507129,True,carrot
111.09523,32,4622.281516,True,carrot
113.418571,51,4631.564617,True,carrot
113.663423,36,4638.396347,True,carrot
131.110116,23,4644.546047,True,carrot
112.78965,27,4650.509349,True,carrot
109.637563,39,4658.036375,True,carrot
