#{"t_start": 1780971857.810436, "env_id": "None"}
r,l,t,task_success,target
129.212105,26,5523.983707,True,potato
152.649494,23,5534.528046,True,potato
114.911507,24,5546.524876,True,potato
147.881147,21,5555.872843,True,carrot
125.423331,29,5565.646302,True,carrot
147.840958,21,5576.81114,True,carrot
153.272958,29,5591.425313,True,wheat
39.9229,147,5616.567151,False,wheat
140.545049,19,5627.123331,True,wheat
23.074892,81,5643.585923,False,wheat
133.28847,43,5656.763054,True,wheat
131.587042,24,5666.670336,True,wheat
130.735387,25,5676.962622,True,potato
128.664783,22,5687.212388,True,potato
116.541058,18,5698.609391,True,potato
127.023952,24,5709.22796,True,carrot
128.991008,31,5721.197814,True,carrot
129.826371,23,5731.140782,True,carrot
132.34655,23,5741.227135,True,potato
130.963557,22,5750.21012,True,potato
128.068506,26,5760.511839,True,potato
129.281008,20,5769.96418,True,carrot
129.175404,23,5779.986398,True,carrot
130.179516,24,5789.365646,True,carrot
130.50246,21,5799.046493,True,wheat
146.51554,27,5811.093629,True,wheat
119.643557,23,5820.896797,True,wheat
128.451008,22,5830.585807,True,carrot
128.128015,20,5841.395303,True,carrot
128.80246,26,5853.42881,True,carrot
131.450968,25,5864.593381,True,potato
127.441147,17,5873.976618,True,potato
131.38655,27,5884.483343,True,potato
145.907727,21,5892.697303,True,wheat
30.809558,80,5908.890742,False,wheat
148.095049,24,5920.499384,True,wheat
130.892105,24,5930.164468,True,carrot
127.816523,23,5941.123057,True,carrot
144.440958,26,5950.59464,True,carrot
131.199161,20,5960.522402,True,potato
131.723081,28,5972.214006,True,potato
129.887234,22,5981.741546,True,potato
120.804438,37,5992.275761,True,wheat
111.861008,23,6002.010764,True,wheat
-4.471702,44,6014.794527,False,wheat
5.975024,23,6023.898191,False,wheat
16.528384,70,6038.185474,False,wheat
125.186507,118,6056.906913,True,wheat
128.795491,21,6067.30516,True,potato
130.53383,21,6076.987905,True,potato
149.58554,20,6087.505532,True,potato
128.908823,19,6096.3773,True,carrot
126.894783,25,6105.882919,True,carrot
131.834048,24,6117.346152,True,carrot
121.483557,22,6126.228336,True,wheat
13.273693,32,6136.688871,False,wheat
10.182512,52,6149.423003,False,wheat
130.969782,27,6159.364786,True,carrot
130.112105,21,6169.084541,True,carrot
128.90246,26,6178.408042,True,carrot
130.562105,21,6188.103629,True,potato
129.347331,24,6196.34476,True,potato
128.075049,24,6205.602602,True,potato
128.684444,22,6215.73375,True,wheat
129.939161,24,6225.867361,True,wheat
129.42554,24,6236.201394,True,wheat
127.447727,20,6246.333578,True,potato
132.697042,25,6257.154923,True,potato
152.979494,21,6268.614942,True,potato
131.813557,20,6278.42322,True,carrot
127.784783,21,6288.565787,True,carrot
3.245895,27,6299.187303,False,carrot
0.880614,57,6313.454855,False,wheat
5.073375,36,6324.968786,False,wheat
114.570325,29,6336.324615,True,wheat
111.407727,16,6346.121969,True,carrot
113.742393,26,6355.971586,True,carrot
132.30655,24,6366.872758,True,carrot
109.220338,19,6375.517265,True,potato
132.090015,26,6385.299262,True,potato
152.990591,25,6395.52226,True,potato
130.235049,18,6404.846861,True,potato
130.06246,22,6414.400563,True,potato
130.520325,24,6423.36086,True,potato
126.175564,22,6433.30006,True,wheat
108.290946,26,6444.598675,True,wheat
127.035185,87,6462.519305,True,wheat
130.691817,22,6473.970242,True,carrot
129.861008,18,6483.726867,True,carrot
131.541507,22,6492.408426,True,carrot
148.889315,19,6501.949338,True,carrot
132.58655,22,6511.305272,True,carrot
128.238015,26,6520.364095,True,carrot
129.439466,20,6529.474098,True,wheat
132.513606,25,6538.455425,True,wheat
130.35246,21,6547.699799,True,wheat
110.487727,19,6557.021201,True,potato
147.83241,19,6567.097358,True,potato
149.210275,23,6577.191933,True,potato
129.086572,25,6586.740828,True,potato
132.29655,23,6596.300204,True,potato
125.710958,23,6605.496347,True,potato
121.698447,25,6615.758003,True,wheat
130.263557,20,6625.34821,True,wheat
129.83655,27,6636.402289,True,wheat
129.003952,24,6646.10009,True,carrot
129.703557,29,6656.410739,True,carrot
